url	gids	local_count	elx_count
vk.com/id95551769	Типичный_радиолюбитель, Начинающим_радиолюбителям	9	2
vk.com/id190003320	Робототехника_микроконтроллеры_AVR_Arduino, Cadprofy	5	2
vk.com/id19363442	Занимательная_робототехника	5	1
vk.com/id267396558	Raspberry_Pi_1	29	1
vk.com/id2389752	NanoCAD	6	1
vk.com/id69639304	Инженерный_Журнал	6	1
vk.com/id82828174	Всё_о_3D_принтерах_и_3D_печати	6	1
vk.com/id76702144	Robotique	6	1
vk.com/id70371309	Лаборатория_роботов_HomeDron	7	1
vk.com/id195592783	Инженерный_Журнал	5	1
vk.com/id138313090	Tuberadio	5	1
vk.com/id161057037	Электроника_в_объективе, AlexGyver_Arduino_и_электроника	14	2
vk.com/id219995243	Aka_Kasyan, Электроник, Сделай_сам, Радиосхемы, Радиолюбители_Товары_из_Китая, Паяльник_Staff_радиодетали_Воронеж, Радиолюбитель_1, Типичный_радиолюбитель, Радиолюбитель_2, AlexGyver_Arduino_и_электроника, Типичный_HVшник	13	11
vk.com/id101134423	Rc_Barmaleuz	15	1
vk.com/id2985333	Arduino_project	17	1
vk.com/id232672386	Всё_о_3D_принтерах_и_3D_печати, Компас_3D, Микроконтроллеры_и_технологии	7	3
vk.com/id162246657	Все_об_Ардуино	5	1
vk.com/id90888507	Роботы	11	1
vk.com/id43919201	Arduino_project, AlexGyver_Arduino_и_электроника	7	2
vk.com/id11543315	Микроэлектроника, Инженерный_Журнал, Электроника_в_объективе, Чип_и_Дип, Arduino_Радиолюбитель, Практическая_электроника	8	6
vk.com/id209632498	CAD_CAM_Tutorials_Обработка_ЧПУ	5	1
vk.com/id37097581	Инженерный_Журнал, Электроника_в_объективе, Raspberry_Pi_1	8	3
vk.com/id57065403	AlexGyver_Arduino_и_электроника	5	1
vk.com/id17920071	Всё_о_3D_принтерах_и_3D_печати	6	1
vk.com/id261536563	NanoCAD, T_Flex_PLM, Компас_3D	12	3
vk.com/id596323	ЦМИТы_и_фаблабы_России, Фаблаб_Политех	7	2
vk.com/id195823782	AI, STM32_F4_F429_Discovery, STM32_делимся_опытом, AlexGyver_Arduino_и_электроника	13	4
vk.com/id208241215	Электроника_и_схемотехника, Миландр, Texas_Instruments, НПП_Родник, Garage_Laboratory, Fantasylab_разработка_электронных_устройств, RepRap_3d_принтеры, Fastwel, Блог_по_электронике_All_Kind_Of_Electronics, EasyElectronics, VHDL_Verilog, STM32_и_электроника, Радиолоцман, ПЛИС_и_электроника, Valenti_Work, Aka_Kasyan, Electrical_Computer_Engineering, Амперка, Микроэлектроника, Системы_на_кристалле_SoC, Цифровая_подстанция, Robokub_Робототехника_Краснодар, Robotoved.ru, Robot_Operating_System, ROS_Сообщество, RoboCraft, Робототехника_и_электроника_с_нуля_для_каждого, Роботоша, Центр_робототехники_Boteon, Роботы_Андроиды_Технологии, Robo4all, Робототехника_и_высокие_технологии, AMTBM_Robotics, Творческая_лаборатория_робототехники, Занимательная_робототехника, Искусственный_интеллект_и_робототехника, Новости_IT_робототехники_кибернетики, W.E.A.S_Robotics_Public, Robo4U_Клуб_любителей_Робототехники, RoboHabr, Robotics_UA, Давайте_делать_роботов_своими_руками, Кубок_РТК, Robotic, Роботех_Мастер, Лаборатория_роботов_HomeDron, Автономные_мобильные_роботы, RCML, Робототехника_микроконтроллеры_AVR_Arduino, JA_Robotics_Company, Радиоэлектроника_схемы_и_статьи_радиолюбителям, Радиоэлектроника, HYFAI_медиа_о_будущем_технологий, FPGA_ПЛИС_VHDL_DSP, Verilog_VHDL_ASIC_FPGA_FreeRTOS_PLA, ПЛИС_FPGA_программируемые_логические_интегральные_схемы, Iot.ru, MGBot.ru, Radiotech, Встраиваемые_системы, Embedded_Systems, Embedded_System_IoT, Embedded_Group_Встраиваемые_системы, C_C++_embedded_systems_в_Грозном, Радиодело, Профессиональные_осциллографы_Rohde_Schwarz, Осциллографы, Wanhao_Duplicator_i3, Программатор_PonyProg, Робото_Ардуино_проекто, Hexapod, ЦМИТы_и_фаблабы_России, Самоделкин, Пермский_makerspace, Инженерный_Журнал, Станки_ЧПУ_своими_руками, Я_инженер, Maker_Faire_Moscow, CAD_CAM_Tutorials_Обработка_ЧПУ, Фаблаб_Политех, Объединение_Олимп, Открытый_клуб_технического_творчества_Нижневартовск, KHackerSpace, HackLab_Киев, Neuron_Hackspace, ЦМИТ_Минск, Хакспейс_MakeltLab_Екатеринбург, Hackerspace_Волгоград, Минский_хакерспейс, Electronic_craft_by_Far_Wolf, Ванильная_схемотехника, Интеллектроника, Аццких_радиотехников, Промышленная_автоматика, ProSoft, Электроника_в_объективе, Радиосхемы, Electrical_and_Electronics_Engineering, Радиодетали_радиокомпоненты_электронные, Altium_PADS_OrCAD_Allegro_xPedition_HyperLynx, AutoCAD, Sapr_Journal, Ansys_4_all, T_Flex_PLM, Solidworks_и_чертежи, Proteus_проекты, Cadprofy, Носимая_электроника_Arduino_RaspberryPi, Искусство_схемотехники_Хоровиц_Хилл, Mikronika_Амперка_Arduino_DIY_Электроника, Чип_и_Дип, Ardoo.ru, Электронные_компоненты_и_комплектующие, Arduino_модули_датчики_расширения, Amperkot.ru, RoboShop, Tixer.ru, Arduino_дёшево_много_в_Новосибирске, Радиолюбители_Товары_из_Китая, Стабилизаторы_напряжения, RadioMart.org, Arduino_shop, EngineTrade, Электронные_компоненты_amtbm.com, YourDuino.ru, Алиэкспресс_для_радиолюбителя, Радио_Точка, Make_Robots, Techno_Brothers, Вольтик, Электроника_товары_для_радиолюбителя, Гоночные_квадрокоптеры, AIDEUS_Сильный_Искусственный_Интеллект, Пользователи_программы_FLProg, STM32_примеры_GPIO_EXTI_USART_GCC_USB, ChipEnable, Электронщики_Микроконтроллерщики, STM32_F4_F429_Discovery, Сообщество_программистов_микроконтроллеров, Vt_tech, AVRlab_устройства_на_микроконтроллерах, Отечественные_микроконтроллеры_и_компоненты, Arduino_STM32_Discovery_Raspberry_PI_Украина, Микроконтроллеры_МК, Создание_и_программирование_микроконтроллерных_систем, MEGA_AVR_Микроконтроллеры_это_просто, Микроконтроллеры_STM32, ESP8266_Сообщество_разработчиков, AVR_ARM_микроконтроллеры, STM32_делимся_опытом, Программирование_Миландр, Микроконтроллер_Co, Клуб_любителей_ATmega8, Программирование_микроконтроллеров_Atmel_AVR, Микроконтроллеры_и_электроника_mkprog.ru, Фриланс_STM32_микроконтроллеры, Микроконтроллеры_и_технологии, Программирование_Микроконтроллеров, Компьютерное_зрение_и_роботы, Дом_Электроника, COOLRF, DIY_Helper, Система_умный_дом_Arduino_и_Broadlink, Разработка_PCB, Expert_PCB, Трассировка_печатных_плат, Схемотехника_и_разводка_печатных_плат, Радиолюбители, Сообщество_радиолюбителей_Сила_Тока, Союз_радиолюбителей_России, Клуб_радиолюбителей, Трансивер_ТСВ, Онлайн_журнал_о_гражданской_радиосвязи, Радиолюбитель_2, Начинающим_радиолюбителям, Arduino_это_просто, Arduino_project, Подключение_периферии_к_Arduino, Arduino_Geek, Arduino_Lab, LabRazum, Arduino_forum, Справочник_по_Arduino_для_Android, Arduino_Freeduino_Processing_ESP8266_с_нуля, Проекты_Ардуино, Все_об_Ардуино, IArduino_робототехника, Arduino_Ардуино, Ардуино_справочник_проекты, Zelectro, RemoteXY_управление_Arduino_со_смартфона, Робототехника_Arduino_DIY, Texno_Sport_Arduino, Attiny13, Клуб_любителей_ATtiny13, Raspberry_Pi_Русская_Малина, Raspberry_Pi_1, Raspberry_Pi_одноплатный_компьютер, Raspberry_Pi_ru_community, Все_о_миникомпьютере_Raspberry_Pi, Инженеры_электронщики, Электроника_шаг_за_шагом, TechnoTopus_электроника_техника_Arduino, Разработка_электронных_устройств_Схемотехника	15	204
vk.com/id39340730	Garage_Laboratory, Занимательная_робототехника, Robotics_UA, Всё_о_3D_принтерах_и_3D_печати	18	4
vk.com/id13587461	Arduino_project	5	1
vk.com/id203535058	Типичный_радиолюбитель	6	1
vk.com/id154244376	Типичный_радиолюбитель	5	1
vk.com/id71035209	Амперка	12	1
vk.com/id129118574	Arduino_Радиолюбитель	5	1
vk.com/id223710634	Solidworks_и_чертежи	5	1
vk.com/id181192839	Робототехника_микроконтроллеры_AVR_Arduino, ChipEnable	26	2
vk.com/id14280007	RepRap_3d_принтеры, Амперка, Всё_о_3D_принтерах_и_3D_печати, Компас_3D, Радиотехника_AliExpress, Радиолюбители_Товары_из_Китая, Технарю_с_AliExpress, Вольтик, LabRazum, AlexGyver_Arduino_и_электроника, Все_об_Ардуино, Клуб_любителей_ATtiny13, Raspberry_Pi_1	6	13
vk.com/id263486672	Arduino_Радиолюбитель	5	1
vk.com/id34055841	Fantasylab_разработка_электронных_устройств, Электроник, Радиотехника_AliExpress, Arduino_Радиолюбитель, TechnoTopus_электроника_техника_Arduino, Разработка_электронных_устройств_Схемотехника, Практическая_электроника	5	7
vk.com/id2971754	Всё_о_3D_принтерах_и_3D_печати, Паяльник_Staff_радиодетали_Воронеж	15	2
vk.com/id3267360	Сделай_сам	5	1
vk.com/id94142883	Амперка, Занимательная_робототехника	7	2
vk.com/id135919897	Электроник, Arduino_Радиолюбитель	20	2
vk.com/id57615916	Всё_о_3D_принтерах_и_3D_печати	5	1
vk.com/id94073898	Микроконтроллеры_МК, Arduino_project	16	2
vk.com/id191931039	AlexGyver_Arduino_и_электроника	20	1
vk.com/id9804862	Raspberry_Pi_1	5	1
vk.com/id9113533	STM32_и_электроника, TechnoTopus_электроника_техника_Arduino	10	2
vk.com/id172191760	Iot.ru	8	1
vk.com/id28748015	Aka_Kasyan, DarkAmp_авторская_аудиотехника, Радиоэлектроника_схемы_и_статьи_радиолюбителям, Радиоэлектроника, Самодельные_металлоискатели_N1_в_vk, Инженерный_Журнал, Сделай_сам, Радиосхемы, Proteus_проекты, Компас_3D, Путь_в_радиоэфир_и_радиотуризм, Радиолюбитель_1, Сообщество_радиолюбителей_Сила_Тока, Трансивер_ТСВ, Онлайн_журнал_о_гражданской_радиосвязи, Типичный_радиолюбитель, Радиолюбитель_2, Начинающим_радиолюбителям, КВ_радио, AlexGyver_Arduino_и_электроника, TechnoTopus_электроника_техника_Arduino	5	21
vk.com/id17176689	Фаблаб_Политех, Neuron_Hackspace, AlexGyver_Arduino_и_электроника	7	3
vk.com/id53649888	Эльбрус	6	1
vk.com/id39703415	EasyElectronics, COOLRF, AlexGyver_Arduino_и_электроника, Raspberry_Pi_1	6	4
vk.com/id21752503	JA_Robotics_Company, Радиотехника_AliExpress	6	2
vk.com/id72929344	Сделай_сам, Типичный_радиолюбитель	11	2
vk.com/id8590044	EasyElectronics, Амперка, Робототехника_микроконтроллеры_AVR_Arduino, Сделай_сам, Радио_Точка, Сообщество_радиолюбителей_Сила_Тока, Arduino_Радиолюбитель, Raspberry_Pi_одноплатный_компьютер, TechnoTopus_электроника_техника_Arduino, Практическая_электроника	5	10
vk.com/id129722916	Амперка	16	1
vk.com/id220667759	Всё_о_3D_принтерах_и_3D_печати	5	1
vk.com/id176862226	Блог_по_электронике_All_Kind_Of_Electronics, Занимательная_робототехника, Робототехника_микроконтроллеры_AVR_Arduino, Все_об_Ардуино, Практическая_электроника	5	5
vk.com/id18928802	Клуб_лампового_звука, Клуб_лампового_звука	6	2
vk.com/id17260517	ТехноНостальгия	7	1
vk.com/id10332217	C_C++_embedded_systems_в_Грозном, Сообщество_программистов_микроконтроллеров, Vt_tech, Создание_и_программирование_микроконтроллерных_систем, Программирование_Миландр, Программирование_микроконтроллеров_Atmel_AVR, Программирование_Микроконтроллеров	7	7
vk.com/id17455416	Arduino_ru	26	1
vk.com/id16152952	RC_School_models	11	1
vk.com/id93697117	EasyElectronics, STM32_и_электроника, Робототехника_микроконтроллеры_AVR_Arduino, Встраиваемые_системы, Инженерный_Журнал, Фестиваль_Rukami, Микроконтроллеры_STM32, Arduino_Радиолюбитель	9	8
vk.com/id283448914	Arduino_Радиолюбитель, Raspberry_Pi_2, TechnoTopus_электроника_техника_Arduino	10	3
vk.com/id11514829	Всё_о_3D_принтерах_и_3D_печати	6	1
vk.com/id395290360	Занимательная_робототехника, Компас_3D	11	2
vk.com/id208369446	Arduino_Радиолюбитель	9	1
vk.com/id64618624	Технарю_с_AliExpress, Клуб_любителей_ATmega8, Онлайн_журнал_о_гражданской_радиосвязи, Arduino_project, TechnoTopus_электроника_техника_Arduino	7	5
vk.com/id19218123	Лаборатория_роботов_HomeDron	5	1
vk.com/id53207674	Клуб_лампового_звука, Станки_ЧПУ_своими_руками, Чип_и_Дип, Электронные_компоненты_и_комплектующие, Радиолюбители, Клуб_лампового_звука	7	6
vk.com/id7073301	RepRap_3d_принтеры, Всё_о_3D_принтерах_и_3D_печати, Sapr_Journal, Компас_3D	6	4
vk.com/id296091742	SOM_и_SOC_Arduino_RaspberryPi_STM32_и_другие, Инженерный_Журнал, AlexGyver_Arduino_и_электроника, Arduino_Радиолюбитель, Практическая_электроника	6	5
vk.com/id99976186	AlexGyver_Arduino_и_электроника	24	1
vk.com/id15141481	Iot.ru	15	1
vk.com/id348795486	Всё_о_3D_принтерах_и_3D_печати	6	1
vk.com/id30160740	NanoCAD, Sapr_Journal	5	2
vk.com/id59230316	Инженерный_Журнал	5	1
vk.com/id135189296	Компас_3D	6	1
vk.com/id23346766	Arduino_ru, Omega2	5	2
vk.com/id15894604	Занимательная_робототехника	17	1
vk.com/id160861201	Fastwel, Роботы, Занимательная_робототехника, Робототехника_микроконтроллеры_AVR_Arduino, Встраиваемые_системы, Компас_3D, Радио_Точка, Типичный_радиолюбитель, Arduino_project, Zelectro	14	10
vk.com/id153115650	Практическая_электроника	5	1
vk.com/id421312781	Электроник, Инженерный_Журнал, Solidworks_и_чертежи, Компас_3D	7	4
vk.com/id99175346	Сделай_сам	5	1
vk.com/id112902108	Радиолюбитель_1	5	1
vk.com/id7313900	Фаблаб_Политех	5	1
vk.com/id150398702	Инженерный_Журнал, Fablab_Moscow	11	2
vk.com/id234923591	Электроника_в_объективе	11	1
vk.com/id386712085	Фаблаб_Политех	12	1
vk.com/id9793834	HYFAI_медиа_о_будущем_технологий, HackLab_Киев, Neuron_Hackspace	100	3
vk.com/id225290160	STM32_и_электроника, Инженерный_Журнал, Arduino_STM32_Discovery_Raspberry_PI_Украина	24	3
vk.com/id9414305	Занимательная_робототехника	14	1
vk.com/id69828941	Электроник, Компас_3D	5	2
vk.com/id202163404	Клуб_лампового_звука, Клуб_лампового_звука	6	2
vk.com/id22455633	AlexGyver_Arduino_и_электроника, Практическая_электроника	6	2
vk.com/id45161540	Garage_Laboratory, Iot.ru, Встраиваемые_системы, ЦМИТы_и_фаблабы_России	58	4
vk.com/id132660697	Радиолюбители_Товары_из_Китая	7	1
vk.com/id82564240	Электроник, Фестиваль_Rukami, T_Flex_PLM, Компас_3D	5	4
vk.com/id158112127	Электроника_в_объективе	6	1
vk.com/id119583068	ЦМИТы_и_фаблабы_России, Фаблаб_Политех	19	2
vk.com/id27438412	QNX	25	1
vk.com/id255363680	Инженерный_Журнал, Фестиваль_Rukami, Arduino_Радиолюбитель	9	3
vk.com/id536464181	Товары_радиолюбителям_и_программистам, Сообщество_программистов_микроконтроллеров, ESP8266_Сообщество_разработчиков	9	3
vk.com/id186666538	Raspberry_Pi_1	11	1
vk.com/id9111501	MaxRobots	6	1
vk.com/id143709092	Всё_о_3D_принтерах_и_3D_печати	13	1
vk.com/id16237285	AlexGyver_Arduino_и_электроника	11	1
vk.com/id6687824	Амперка, Радиотехника_AliExpress	14	2
vk.com/id9463069	Амперка, Arduino_ru	29	2
vk.com/id2749912	Maker_Faire_Moscow, Make_Robots, Smart_City_IoT_Хакатон	11	3
vk.com/id23081309	Robotics_UA	6	1
vk.com/id226347666	Инженерный_Журнал	11	1
vk.com/id3844537	Гидронавтика, Maker_Faire_Moscow, Raspberry_Pi_1	7	3
vk.com/id252823306	Разработка_PCB	6	1
vk.com/id124848760	Robotique	9	1
vk.com/id8850247	Garage_Laboratory	26	1
vk.com/id133071790	Robot_Operating_System, Занимательная_робототехника, Робототехника_микроконтроллеры_AVR_Arduino, SOM_и_SOC_Arduino_RaspberryPi_STM32_и_другие, Искусство_схемотехники_Хоровиц_Хилл, Радиолюбитель_2, AlexGyver_Arduino_и_электроника, Все_об_Ардуино, Zelectro, Arduino_Радиолюбитель, Raspberry_Pi_2, Электроника_шаг_за_шагом, Практическая_электроника	55	13
vk.com/id7474429	EasyElectronics	6	1
vk.com/id103857518	Чип_и_Дип	6	1
vk.com/id32800543	Разработка_PCB	6	1
vk.com/id209888515	Занимательная_робототехника, Давайте_делать_роботов_своими_руками, Инженерный_Журнал, Компас_3D, Arduino_это_просто	8	5
vk.com/id268883259	Arduino_project	8	1
vk.com/id76989156	Embox, Умный_дом_ESP8266_ардуино, Все_об_Ардуино	40	3
vk.com/id85436273	Всё_о_3D_принтерах_и_3D_печати, AlexGyver_Arduino_и_электроника	12	2
vk.com/id166423859	AlexGyver_Arduino_и_электроника	14	1
vk.com/id40540340	Garage_Laboratory, EasyElectronics, Инженерный_Журнал, Ванильная_схемотехника, Аццких_радиотехников, Sapr_Journal, Типичный_радиолюбитель, Справочник_по_Arduino_для_Android	22	8
vk.com/id214381065	Фестиваль_Rukami, Искусство_схемотехники_Хоровиц_Хилл, AlexGyver_Arduino_и_электроника	20	3
vk.com/id222344150	Типичный_радиолюбитель, Raspberry_Pi_1, Все_о_миникомпьютере_Raspberry_Pi	9	3
vk.com/id21805472	Эльбрус	8	1
vk.com/id109022173	AutoCAD	5	1
vk.com/id44120762	Радиосхемы, Гоночные_квадрокоптеры, RC_School_models, Arduino_project, Паркфлаер	5	5
vk.com/id215671916	ЦМИТ_Минск	5	1
vk.com/id317528696	Aka_Kasyan, Радиотехника_AliExpress, Технарю_с_AliExpress, AlexGyver_Arduino_и_электроника	11	4
vk.com/id4709496	AIDEUS_Сильный_Искусственный_Интеллект, Иерархическая_Темпоральная_Память, Компьютерное_зрение_и_роботы	8	3
vk.com/id6479076	Raspberry_Pi_1	14	1
vk.com/id106239667	Всё_о_3D_принтерах_и_3D_печати	7	1
vk.com/id482822896	Электроник	5	1
vk.com/id158552123	Tixer.ru	7	1
vk.com/id9809625	Пользователи_программы_FLProg, RemoteXY_управление_Arduino_со_смартфона, Arduino_Радиолюбитель	5	3
vk.com/id5224224	Ванильная_схемотехника	9	1
vk.com/id8160236	Искусственный_интеллект_и_робототехника	8	1
vk.com/id19314873	Ялюблюроботов, T_Flex_PLM, Компас_3D, Arduino_forum, AlexGyver_Arduino_и_электроника, Arduino_ru	17	6
vk.com/id19689665	Robotique, Роботы	14	2
vk.com/id20032622	Роботы_Андроиды_Технологии	7	1
vk.com/id186575247	AlexGyver_Arduino_и_электроника	11	1
vk.com/id7927412	NanoCAD, Sapr_Journal	71	2
vk.com/id2158134	Инженерный_Журнал, Всё_о_3D_принтерах_и_3D_печати	11	2
vk.com/id162751837	Практическая_электроника	6	1
vk.com/id1284579	Компас_3D	5	1
vk.com/id94793041	RepRap_3d_принтеры, Занимательная_робототехника, MGBot.ru, Embedded_Systems, NSU_Hackspace, Компас_3D, Чип_и_Дип, Иерархическая_Темпоральная_Память, Zelectro, Raspberry_Pi_1, Tuberadio	19	11
vk.com/id22551879	Клуб_лампового_звука, Радиоэлектроника_схемы_и_статьи_радиолюбителям, Радиотехника_AliExpress, Клуб_лампового_звука, Типичный_радиолюбитель	7	5
vk.com/id14845055	Электроник, Радиотехника_AliExpress, TechnoTopus_электроника_техника_Arduino	5	3
vk.com/id139551012	Robotique	24	1
vk.com/id160664233	Роботы	26	1
vk.com/id23917074	Практическая_электроника	7	1
vk.com/id448143411	Инженерный_Журнал, Arduino_Радиолюбитель	8	2
vk.com/id26913582	Всё_о_3D_принтерах_и_3D_печати	7	1
vk.com/id136101130	Arduino_STM32_Discovery_Raspberry_PI_Украина, Arduino_ru, Raspberry_Pi_одноплатный_компьютер, Raspberry_Pi_2	5	4
vk.com/id71726807	Smart_City_IoT_Хакатон	5	1
vk.com/id59949877	Garage_Laboratory, RepRap_3d_принтеры, Robotique, Robotoved.ru, Motion_Cup, Роботы, Занимательная_робототехника, Искусственный_интеллект_и_робототехника, Давайте_делать_роботов_своими_руками, Робототехника_микроконтроллеры_AVR_Arduino, ЦМИТы_и_фаблабы_России, Пермский_makerspace, Сделай_сам, Всё_о_3D_принтерах_и_3D_печати, Фаблаб_Политех, Фестиваль_Rukami, Fablab_Moscow, Открытый_клуб_технического_творчества_Нижневартовск, KHackerSpace, HackLab_Киев, Neuron_Hackspace, ЦМИТ_Минск, Хакспейс_MakeltLab_Екатеринбург, Hackerspace_Волгоград, EngineTrade, Вольтик, AVRlab_устройства_на_микроконтроллерах, COOLRF, Радиолюбитель_1, Типичный_радиолюбитель, Arduino_ru, Arduino_Радиолюбитель, Smart_City_IoT_Хакатон	144	33
vk.com/id511054673	Компас_3D, AlexGyver_Arduino_и_электроника, Arduino_Радиолюбитель	8	3
vk.com/id325019911	Лаборатория_роботов_HomeDron	7	1
vk.com/id112799726	COOLRF	5	1
vk.com/id5971924	Искусственный_интеллект_и_робототехника, AIDEUS_Сильный_Искусственный_Интеллект, Иерархическая_Темпоральная_Память	8	3
vk.com/id69079018	Паяльник_Staff_радиодетали_Воронеж, Arduino_project	7	2
vk.com/id177249857	AlexGyver_Arduino_и_электроника	7	1
vk.com/id260730886	RC_School_models, AlexGyver_Arduino_и_электроника	7	2
vk.com/id34362269	Амперка, Робототехника_микроконтроллеры_AVR_Arduino, TechnoTopus_электроника_техника_Arduino, Практическая_электроника	6	4
vk.com/id4064665	Программирование_Миландр	9	1
vk.com/id5879848	ZX_Spectrum	18	1
vk.com/id207033204	Амперка	59	1
vk.com/id456098638	Arduino_Радиолюбитель	20	1
vk.com/id85013150	Эльбрус, COOLRF	8	2
